;xbx;vx;ax;vax;ux;posx;setx;xby;vy;ay;vay;uy;posy;sety;tr
0;0.025234221854296836;0.0751986254127318;-0.008583228608696666;0.06820031403730371;0.07600348592336552;0.0976477;0;-0.00035654094822668426;-0.001062501129014733;0.0001212746913560965;-0.0009636201495183968;-0.0010738732145622288;-0.00137969;0;198983357658000
1;0.04672431314297107;0.12609725438622682;0.007510983042112489;0.55101933834175;0.10471975511965978;0.0976477;0;-0.0006601800923137539;-0.001781661226061989;-0.00010612465212567391;-0.007785496954016624;-0.0016356810488946385;-0.00137969;0;198983407971500
2;0.06439515631210216;0.1499835152574519;0.034131235812709076;0.5841305456082493;0.10471975511965978;0.0976477;0;-0.0009097938931670081;-0.0021134080611890276;-0.0005217079402803869;-0.009188308562376204;-0.0018580990009156243;-0.00137969;0;198983457502000
3;0.07821302115937775;0.15067365307543382;0.05601699938398826;0.40987642086762466;0.10471975511965978;0.0976477;0;-0.001104398971528785;-0.0020947210477432923;-0.0009267344083797295;-0.007772752905886157;-0.0018410393043034616;-0.00137969;0;198983507458000
4;0.08836166657912407;0.13459328916956792;0.07168022579603854;0.27854527878581015;0.10471975511965978;0.0976477;0;-0.0012456552992347726;-0.0018095672191587775;-0.0012264060657584822;-0.005187046089031605;-0.0016716151527829907;-0.00137969;0;198983557649300
5;0.09520957004676153;0.10731361038020203;0.08276902546126302;0.1852997752041108;0.10471975511965978;0.0976477;0;-0.0007678661806279081;0.00034397124150582683;-0.0015844172849672359;-0.0008863642324978362;0.0002965177956024199;0.0008278099999999999;0;198983607479600
6;0.09922463666365194;0.07330750090819166;0.09051770392509284;0.12008539615828184;0.09557905005880668;0.0976477;0;-0.00033337774907554957;0.0020245219408856242;-0.0012560267089409567;0.012408718371311698;0.0014704992266645562;0.0008278099999999999;0;198983658096700
7;0.10063188450526686;0.03557392296377027;0.0935842010531466;0.020047422193459355;0.07275162876577085;0.09655361;0;-0.00023787114763112896;0.0022365102548168848;-0.00042737496301907546;0.01563266757855987;0.0012283734442972713;-0.00027594;0;198983707569300
8;0.10028674897079332;-0.0007831141524315501;0.08897616387248007;-0.12938577988008776;0.053600179127907085;0.09655361;0;-0.00016434758634725348;0.002110046822637073;0.00017420312343559256;0.008976336809226614;0.0009743087786580853;-0.00027594;0;198983757557900
9;0.09732634472953736;-0.036363093864968624;0.07936625918103041;-0.21086817869523716;0.0342680863206728;0.09108314999999999;0;-0.0004029014620350926;0.0009323014636328352;0.0005897247277604657;0.003392290826313183;-0.00016167506707650712;-0.00137969;0;198983807519600
