;xbx;vx;ax;vax;ux;posx;setx;xby;vy;ay;vay;uy;posy;sety;tr
0;[0.05683763];[0.33275576];[-0.10087118];[0.73040158];0.10471975511965978;0.10352423;0;[-0.05547715];[-0.32479087];[0.09845671];[-0.71291859];-0.10471975511965978;-0.10104626;0;422592066929700
1;[0.09275753];[0.42186405];[-0.04544173];[1.22772905];0.10471975511965978;0.10352423;0;[-0.09053566];[-0.41159822];[0.04348521];[-1.21190393];-0.10471975511965978;-0.10104626;0;422592133863600
2;[0.11119508];[0.35188741];[0.03539994];[0.60520615];0.10471975511965978;0.10352423;0;[-0.10851999];[-0.34282868];[-0.03609486];[-0.59882896];-0.10471975511965978;-0.10104626;0;422592200809700
3;[0.11698606];[0.21556459];[0.09453009];[0.12149292];0.10471975511965978;0.10352423;0;[-0.11414936];[-0.2092518];[-0.09414571];[-0.1237976];-0.10471975511965978;-0.10104626;0;422592267985300
4;[0.11525461];[0.07739601];[0.12460942];[-0.13697358];[0.0899147];0.10352423;0;[-0.1127342];[-0.07574701];[-0.12309989];[0.1257797];[-0.08760705];-0.10159692;0;422592335070300
5;[0.10965032];[-0.03152412];[0.12681106];[-0.29087466];[0.03763905];0.10242290999999999;0;[-0.1071151];[0.03198999];[-0.12500962];[0.29507099];[-0.03599059];-0.09994493;0;422592402072200
6;[0.10153659];[-0.10529544];[0.1005363];[-0.51631347];[0.00686252];0.09801762;0;[-0.09933405];[0.10294895];[-0.09815239];[0.51088841];[-0.00682162];-0.09609031;0;422592469154100
7;[0.09197988];[-0.14520522];[0.06530798];[-0.48736568];[-0.00884755];0.09085903000000001;0;[-0.09031429];[0.14001456];[-0.06316823];[0.4705707];[0.0073382];-0.08948238;0;422592536131400
8;[0.08068143];[-0.16665248];[0.03653898];[-0.37951686];[-0.019815];0.07984581;0;[-0.07994292];[0.15776439];[-0.0348327];[0.35373643];[0.01611932];-0.07957048;0;422592603216600
9;[0.06757955];[-0.18044457];[0.01645611];[-0.30130883];[-0.03095541];0.0660793;0;[-0.06826997];[0.1668063];[-0.01539928];[0.26319998];[0.02429699];-0.06745595;0;422592670297500
10;[0.05353411];[-0.18734171];[0.00083753];[-0.26272784];[-0.04077839];0.05176211;0;[-0.05560632];[0.17169206];[-0.00196174];[0.21737458];[0.03278677];-0.05424009;0;422592737412200
11;[0.03863435];[-0.19106957];[-0.01126592];[-0.24223839];[-0.05070727];0.03634361;0;[-0.04228076];[0.17391454];[0.00835288];[0.20075296];[0.04130352];-0.04047357;0;422592804431900
12;[0.02372375];[-0.18904139];[-0.02250454];[-0.23125639];[-0.0582887];0.02147577;0;[-0.02932168];[0.16943439];[0.01851418];[0.18760655];[0.04660439];-0.02780837;0;422592871442300
13;[0.00957547];[-0.1795728];[-0.03318785];[-0.20630007];[-0.06221205];0.00770925;0;[-0.01732641];[0.15786288];[0.02778749];[0.15552683];[0.04835822];-0.01624449;0;422592938540600
14;[-0.00311034];[-0.16220104];[-0.04250879];[-0.16259848];[-0.06197334];-0.00440529;0;[-0.00687193];[0.13942028];[0.03530246];[0.1086695];[0.04643295];-0.006332600000000001;0;422593005636900
15;[-0.01431232];[-0.14092909];[-0.04848325];[-0.11107011];[-0.05980158];-0.0154185;0;[0.00209563];[0.11818327];[0.03941298];[0.05850347];[0.04305536];0.00247797;0;422593072657100
16;[-0.02354403];[-0.11574386];[-0.05202862];[-0.06408595];[-0.05501816];-0.02422907;0;[0.00912378];[0.09383487];[0.04133475];[0.0149929];[0.03737035];0.009085900000000001;0;422593139813600
17;[-0.03027737];[-0.08611469];[-0.05367659];[-0.01181041];[-0.0468881];-0.03028634;0;[0.01429382];[0.06896926];[0.04064622];[-0.0263986];[0.03071865];0.01404185;0;422593206801700
18;[-0.03244233];[-0.04263174];[-0.05608796];[0.07121572];[-0.02908013];-0.03028634;0;[0.01590664];[0.03470503];[0.0409622];[-0.08094443];[0.01698612];0.01404185;0;422593273962000
19;[-0.03456237];[-0.01820184];[-0.04571315];[0.13886001];[-0.0229809];-0.03469163;0;[0.01775474];[0.01746147];[0.03152029];[-0.12161247];[0.01348115];0.01789648;0;422593340918500
20;[-0.03487438];[0.00257881];[-0.0368386];[0.11592793];[-0.01629611];-0.03469163;0;[0.01814592];[0.0023018];[0.02459179];[-0.09283058];[0.00879542];0.01789648;0;422593407944900
21;[-0.03325449];[0.02273882];[-0.03020954];[0.11482041];[-0.00790948];-0.03248899;0;[0.0170152];[-0.01298147];[0.0198516];[-0.09088337];[0.00243111];0.01624449;0;422593475017200
22;[-0.03046755];[0.0385612];[-0.02290699];[0.1238632];[-0.00077061];-0.02973568;0;[0.01457879];[-0.02753076];[0.01524995];[-0.10474804];[-0.00457304];0.01349119;0;422593542241600
23;[-0.02637862];[0.05253236];[-0.01625646];[0.12729722];[0.00674634];-0.025330400000000003;0;[0.01187789];[-0.03550994];[0.00860004];[-0.10895943];[-0.00837769];0.01128855;0;422593609226800
24;[-0.01903175];[0.07709013];[-0.01362305];[0.16325076];[0.0223519];-0.01596916;0;[0.00714445];[-0.04970028];[0.00575935];[-0.11401066];[-0.01749014];0.0052312800000000005;0;422593676199200
25;[-0.01230549];[0.08558268];[-0.00229861];[0.20309978];[0.02805916];-0.011013219999999999;0;[0.00250101];[-0.05583053];[-0.00101766];[-0.13518762];[-0.02185388];0.00137665;0;422593743331900
26;[-0.00668124];[0.0800514];[0.01009459];[0.15091149];[0.0268662];-0.00660793;0;[-0.00123809];[-0.05163548];[-0.00929193];[-0.10525354];[-0.020801];-0.00137665;0;422593810286300
27;[-0.00438104];[0.05393466];[0.02221902];[0.04519772];[0.01435341];-0.00660793;0;[-0.00275178];[-0.03387457];[-0.01729796];[-0.03329134];[-0.01231678];-0.00137665;0;422593877402300
28;[-0.00205562];[0.03664597];[0.02143136];[-0.05654893];[0.0091729];-0.0027533;0;[-0.00408198];[-0.02101382];[-0.01697629];[0.03708961];[-0.00806264];-0.0035793;0;422593944391300
29;[1.15489754e-05];[0.02617936];[0.01663709];[-0.06243352];[0.00743412];0.0;0;[-0.00522028];[-0.01315543];[-0.01348769];[0.04537596];[-0.00642863];-0.0052312800000000005;0;422594011544400
30;[0.00187743];[0.020601];[0.01212097];[-0.04025311];[0.0074978];0.00220264;0;[-0.00582872];[-0.00675084];[-0.01068827];[0.03568573];[-0.00476563];-0.00578194;0;422594078631300
31;[0.00258215];[0.01189926];[0.01093824];[-0.02809388];[0.00445293];0.00220264;0;[-0.00563087];[0.00071207];[-0.00914141];[0.03574477];[-0.00172965];-0.0052312800000000005;0;422594145646000
