;xbx;vx;ax;vax;ux;posx;setx;xby;vy;ay;vay;uy;posy;sety;tr
0;[0.06856911];[0.46762409];[-0.17065286];[1.21030153];0.10471975511965978;0.11299435000000001;0;[0.06153836];[0.41967615];[-0.15315494];[1.08620301];0.10471975511965978;0.10140845000000001;0;379497046165300
1;[0.10873293];[0.55064929];[-0.08206399];[1.53796668];0.10471975511965978;0.11370056;0;[0.09762069];[0.49377417];[-0.07004238];[1.43917674];0.10471975511965978;0.10211268000000001;0;379497113074800
2;[0.12571886];[0.40804855];[0.04686313];[0.55466886];0.10471975511965978;0.11299435000000001;0;[0.1132307];[0.3665809];[0.04756361];[0.54041097];0.10471975511965978;0.10211268000000001;0;379497180176500
3;[0.12852288];[0.20480788];[0.12936165];[-0.13009003];0.10471975511965978;0.11370056;0;[0.11551696];[0.18002116];[0.12423171];[-0.09424509];0.10471975511965978;0.10211268000000001;0;379497247151800
4;[0.12400945];[0.02994263];[0.15911353];[-0.40484496];[0.08919626];0.11370056;0;[0.11125606];[0.0204139];[0.15164238];[-0.34789119];[0.07450666];0.10211268000000001;0;379497314329600
5;[0.11590683];[-0.0902303];[0.15014764];[-0.48638284];[0.02065012];0.11087571;0;[0.10366788];[-0.08869378];[0.1381902];[-0.51138911];[0.01363333];0.09929577;0;379497381280700
6;[0.10802382];[-0.14276607];[0.10021984];[-0.66464878];[-0.0020375];0.10805085;0;[0.09544477];[-0.14032035];[0.09127895];[-0.64715579];[-0.00972245];0.09507042;0;379497448361600
7;[0.09658947];[-0.17724273];[0.06022222];[-0.52065578];[-0.021752];0.09604520000000001;0;[0.08262017];[-0.18247445];[0.05607652];[-0.54478943];[-0.0356586];0.08098592;0;379497515440500
8;[0.08629135];[-0.17472949];[0.02168705];[-0.37149205];[-0.02117611];0.08757061999999999;0;[0.07071822];[-0.18618515];[0.0172532];[-0.44624205];[-0.03952263];0.07112676000000001;0;379497582417300
9;[0.07608106];[-0.16223993];[-0.00030707];[-0.18112185];[-0.01915942];0.0769774;0;[0.06017023];[-0.16769585];[-0.01108616];[-0.2455601];[-0.03320433];0.06126761;0;379497649549200
10;[0.06521016];[-0.15479918];[-0.00772393];[-0.09565957];[-0.02331665];0.06497175000000001;0;[0.04979966];[-0.14995083];[-0.02195536];[-0.09684389];[-0.03091052];0.05;0;379497716636900
11;[0.04702261];[-0.19879898];[0.00648792];[-0.22344334];[-0.06528053];0.04166667;0;[0.03297901];[-0.18241419];[-0.00754235];[-0.17264144];[-0.06580352];0.02816901;0;379497783732500
12;[0.03227022];[-0.19884172];[-0.01607652];[-0.40458535];[-0.0722929];0.03107345;0;[0.01949695];[-0.17791958];[-0.02494638];[-0.33492339];[-0.07055017];0.01830986;0;379497850719400
