;xbx;vx;ax;vax;ux;posx;setx;xby;vy;ay;vay;uy;posy;sety;tr
41;-0.008264434127109498;0.059365911214861566;0.016414424866195845;0.016414424866195845;0.01741284595530029;-0.009000000000000001;0;-0.006005484730180688;0.01471853341931778;0.0014183273841327794;0.009684257018386837;0.001647138423769445;-0.006999999999999999;0;103890232411800
42;-0.005123625945421976;0.05251475866296524;0.016876484463463386;0.016876484463463386;0.016654803073367683;-0.004;0;-0.004726503461189593;0.015283263774711139;0.0013783062758550256;0.0024644335619107786;0.0033416258469087692;-0.003;0;103890282531000
43;-0.0030158546013803423;0.04390264144051166;0.016994124286280363;0.016994124286280363;0.013840861641205378;-0.004;0;-0.003743904559299081;0.014879636681772505;0.0018140723255766426;0.012323897206509164;0.003779794248083473;-0.003;0;103890332499600
44;-0.0017479642643081783;0.034503441302306426;0.01643400622602035;0.01643400622602035;0.010173089933067274;-0.004;0;-0.003023210006003251;0.013634112976205317;0.0024421723221096795;0.011137192587979617;0.0034884050648349273;-0.003;0;103890382489000
45;-0.0011357351748594927;0.025232202682065122;0.014961157038670516;0.014961157038670516;0.006371140830709476;-0.004;0;-0.0025308825849272437;0.011793610203353358;0.0028827567757554228;0.00523281576352179;0.0027665351680295344;-0.003;0;103890432531200
46;-0.0010062308074815399;0.016821349320030512;0.012716973503496966;0.012716973503496966;0.0029089103657263986;-0.004;0;-0.0022307052405032847;0.009647811427834217;0.003000597637833426;-0.0016949188875095122;0.0018463592790495796;-0.003;0;103890482626700
47;-0.0012036605127435322;0.009754456820565454;0.009999417486163443;0.009999417486163443;5.7312742602517465e-05;-0.004;0;-0.0023321801478248796;0.006756772435915073;0.0028864020161410795;-0.00838121572243199;0.0002087116767707956;-0.004;0;103890532639200
48;-0.0015950182469496744;0.004266734193489706;0.007132383817327145;0.007132383817327145;-0.002071375100729813;-0.004;0;-0.0025135503591959384;0.004255780129212869;0.0022930754154460013;-0.01697988413470638;-0.0010301758616278137;-0.004;0;103890582667200
49;-0.002073599466303938;0.0003826157533849334;0.004394774659294627;0.004394774659294627;-0.003480254498907525;-0.004;0;-0.00273773951692254;0.002309359065054516;0.0014168291532263941;-0.020177195014456476;-0.0019082440010770776;-0.004;0;103890632779500
50;-0.003055851932538238;-0.003438988940084317;0.002165728627590913;0.002165728627590913;-0.005625765569125849;-0.006;0;-0.00297234241883036;0.0009638582599653753;0.0004778428679644817;-0.019797776171214705;-0.002456657116135277;-0.004;0;103890682815600
51;-0.003921508981377366;-0.005570731010570962;-7.073316147728821e-05;-7.073316147728821e-05;-0.006623536431476579;-0.006;0;-0.003192517713301606;0.0001800350357361708;-0.00038414384332934894;-0.017272768262334662;-0.0027275975663167886;-0.004;0;103890732846000
52;-0.0046372085076209785;-0.006235370581238816;-0.0020678177858628392;-0.0020678177858628392;-0.006817924813978487;-0.006;0;-0.0033817930710858006;-0.00013182041333329283;-0.001091518620624294;-0.013690605464320757;-0.0027834198540263875;-0.004;0;103890782953200
53;-0.005188106456747315;-0.005765360189678019;-0.0035865781542462577;-0.0035865781542462577;-0.006460139219196466;-0.006;0;-0.0035314872945413256;-8.44191864541591e-05;-0.001612854906761566;-0.00983956593846537;-0.002687731976880111;-0.004;0;103890833082100
54;-0.005576458957097188;-0.00452978343019805;-0.004558354990222651;-0.004558354990222651;-0.005771045823075821;-0.006;0;-0.0036393603028814156;0.00020665698252554069;-0.0019490494699152905;-0.006248823358949792;-0.0024989059655339285;-0.004;0;103890883014200
55;-0.005817784786712485;-0.0028743381473138522;-0.005018902457440695;-0.005018902457440695;-0.004931251339414935;-0.006;0;-0.00370793972661334;0.0006364337025015235;-0.002121573161038637;-0.003231978760210075;-0.0022660181122786754;-0.004;0;103890933050000
56;-0.005936148912959158;-0.0010871840871675424;-0.005060525383197209;-0.005060525383197209;-0.004077173943144738;-0.006;0;-0.0037428359553045728;0.0011183425917503233;-0.0021629404903599765;-0.0009323660407675807;-0.0020269272131038553;-0.004;0;103890983109200
57;-0.005959632251715306;0.0006159125217533453;-0.0047982427955372805;-0.0047982427955372805;-0.0033021438188106447;-0.006;0;-0.003751243717804914;0.0015874841658875868;-0.002109418767038811;0.0006323957879177059;-0.001808047635819752;-0.004;0;103891033117400
58;-0.005916569769593127;0.0020928253131327493;-0.004347061283616518;-0.004347061283616518;-0.002661122835014929;-0.006;0;-0.003740737108141523;0.0020005397473776584;-0.001995865374967184;0.0015293472767058127;-0.001625326389542436;-0.004;0;103891083165500
59;-0.005832802212889417;0.0032675239327901195;-0.0038080296519530012;-0.0038080296519530012;-0.0021775902555313297;-0.006;0;-0.0037183957249335925;0.0023334490996693045;-0.0018524604700744403;0.0018747911350323896;-0.0014859570883994694;-0.004;0;103891133179200
60;-0.00572996238219642;0.004117662737793415;-0.00326105604703724;-0.00326105604703724;-0.0018513099165475006;-0.006;0;-0.0036902507343001987;0.0025778245439161554;-0.00170301834468449;0.001805830677246933;-0.0013904311553477088;-0.004;0;103891183213200
61;-0.0056246794338993605;0.004660323387130409;-0.0027626928129055074;-0.0027626928129055074;-0.0016659693723360906;-0.006;0;-0.0036610087545597423;0.002736882119747569;-0.001564520922895954;0.0014592329644632245;-0.001334615564057122;-0.004;0;103891233281900
62;-0.005528513167823154;0.004938073696229258;-0.0023473169200404903;-0.0023473169200404903;-0.001595989383585233;-0.006;0;-0.0036339954000904574;0.0028214657978419223;-0.0014475173835457882;0.000957266932707322;-0.0013116401189194652;-0.004;0;103891283375700
63;-0.005448406689226079;0.0050067357624257805;-0.002030379555153483;-0.002030379555153483;-0.001612094032991696;-0.006;0;-0.0036112557185689824;0.002846545162786876;-0.0013570654741774392;0.0003996439269987962;-0.0013134641654592718;-0.004;0;103891333404300
64;-0.005387454873096323;0.0049256108203480625;-0.00181266248967902;-0.00181266248967902;-0.001685478915884748;-0.006;0;-0.0035937522622809977;0.002828396229078706;-0.0012939417233980006;-0.0001396120845486592;-0.0013320657134846831;-0.004;0;103891383964900
65;-0.005345814970469464;0.004750403848423682;-0.0016847446212943417;-0.0016847446212943417;-0.0017906038543665625;-0.006;0;-0.0035816101165171664;0.0027825379466015683;-0.00125590909244772;-0.0006116417243563202;-0.0013602519939072205;-0.004;0;103891434033300
